Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
X92074,0.1262491490457007,0,0.02406909510497321,0.11787825563731216,0,0.09172290204463951,0,0.10478036600562449,0,0.0917736219723214,0,0,0.002089347305164847,0.023631733262180828,0.01503617375161183,0.1661905856192217,0,0.016940490536006467,0,0.1747166839779113,0.037196777003188346,0.007724818734143196,0.084,0.13405940524823523,1.0340987209625276
X92071,0,0.1718253826975533,0,0,0,0.13396409099722353,0,0,0.05002494391728731,0.05971053340714486,0,0.09682290535322227,0.08589658953195421,0.012996518977275093,0.06565243920548824,0.21763590153070017,0.04396117824232844,0,0.051959383047999956,0,0.009550133091822557,0,0.056,0.16138647300239045,1.0127398129466214
X92065,0,0.00857051902223344,0,0.17520382026376183,0,0,0.17607915311988223,0.068965401470342,0.0036084520360476673,0.1264765812490229,0,0.039166928980249115,0,0.01538806789780084,0.10226630617795701,0.2078668004552179,0,0,0.06471311712171,0,0,0.011694852205775132,0.008,0.25555336994608147,0.9868646188317511
X92004,0.02919373683127111,0,0.059050931151503,0.040414519443131784,0,0.1380957882314624,0.2947909828026748,0.04047507738594824,0,0,0.12932395123920168,0,0,0.03701880497047879,0.003091142713275949,0.04028364476733283,0.0023626787526688136,0.17462120686972638,0.011277534841324214,0,0,0,0.008,0.25681048402539025,0.9837150913337617
X92003,0.13287059221640976,0,0,0,0.4014199160153835,0,0,0,0.05356411455897939,0,0.2185417418560231,0,0,0.08024125036975635,0,0,0,0,0.11336238498344789,0,0,0,1.0,-0.0961,1.1568242322160955
X86058,0,0.06424866779907286,0.24165211520499605,0.0997284210180576,0,0,0.06356040729358407,0.07389912031255262,0,0.03788019644244758,0,0.041482756352386164,0.0652726253676075,0.23687689114671986,0.02267449305249383,0.042722733269638234,0,0.0021289487345082393,0,0,0.007872624005935398,0,0.003,0.34050678373473053,0.9469091937398264
X70148,0,0.29931190296869437,0,0,0,0.16805818072050546,0,0,0.32378535689012106,0,0,0,0,0.05509172273583571,0,0,0,0.10451021596675265,0,0.04924262071809074,0,0,1.0,-0.0845,1.1183884944873044
X70135,0.016807298890781103,0,0.03889973375292038,0,0.2724011100911342,0.07486335760598303,0,0,0.1558995784662105,0,0.07303174073840536,0,0,0.08644832614533775,0,0,0,0,0.11700475444457044,0.09025907844923302,0,0.0743850214154242,0.989,-0.0476,1.1146607400007358
X70125,0,0.040541376378026926,0.11566138265934046,0.08038360792123096,0.05689470422534933,0,0.2532908310415686,0,0,0.14399743178439184,0,0,0,0.05062993980988639,0.0074867724938543845,0.14732198727952692,0,0,0,0.07879290518830527,0.01667157727486409,0.008327483943654887,0.061,0.15608556403813215,1.019201963907635
X70124,0,0,0,0.11792078442897345,0,0,0.10078245790766643,0.19334528415362995,0,0,0,0.10015440771230681,0.0322822763505475,0,0.04141070581976596,0.1563969626975523,0,0.03726799682808619,0,0.0953159180387032,0.09862719449150138,0.026496011571266805,0.797,-0.0041,1.0952581842249678
X70123,0,0.09305341873698625,0.014238784854915601,0.22287989449636095,0,0,0.04762952706228143,0.08404060128890199,0,0.15404809413252094,0,0.12146189108797358,0,0.00633651054073783,0.044485402836169544,0.06492830072859883,0,0.05815363119104022,0.07147928523806649,0,0.0015001976829623887,0.01576446012248398,0.175,0.09668353274588373,1.0805909380994299
X70119,0,0.02858683185705504,0.3692898023320231,0.16639956712150358,0,0.026348780819657962,0.10682006360061225,0.026219520196938483,0,0.07889938047094615,0,0.024196693170449212,0.015643636329842066,0.03568531274895333,0.016300973420917995,0.049533278638680026,0,0.005692605598570521,0.020811191874261507,0,0.020736773534180006,0.008835588285408745,0.002,0.36794552067568764,0.9423424624004166
X70118,0,0.00727651484811579,0,0,0.10782450482643946,0.1130952306782332,0.02153283135108607,0,0,0,0.16634639203691604,0,0,0.25323843931706863,0,0,0.03036924493357889,0.07027527192428304,0,0.1864680870099453,0,0.043573483074333556,0.106,0.11961529659333438,1.0665758780483168
X70115,0.07268998374618757,0,0,0.16500431549713127,0,0.18065686236024728,0,0,0,0,0,0.05957510826493766,0,0.05396413276012038,0.013663102129669313,0.10488295622875063,0.018644732654683374,0,0.3048849373484035,0,0.02603386900986903,0,0.029,0.19153215886035577,1.014985548802941
X70107,0,0.00791524159034977,0.065188493862675,0.12863243338502828,0,0.023930213831108767,0.14126481735001556,0.1025965444206625,0,0.1732793074829043,0,0,0.02607107349946527,0.08441034466031165,0.029028424784807157,0.10630272262978384,0.035324687823072874,0.0011618847486717593,0.028188717246647312,0,0.046705092684496,0,0.006,0.27742320305242896,0.9695997045124736
X70103,0.014103672905912301,0,0.07811104338398821,0.2267961567050277,0,0,0.1511770619799319,0.06691806361036942,0,0.045863586155356774,0,0.07083765626186597,0.02895578639180907,0.008311727244609412,0.01437087789515916,0.18376440851820774,0,0.010872013893036209,0.09991794505472618,0,0,0,0.008,0.2594796583466463,0.9778233151936515
X70102,0,0.005757330097925557,0.004186439410841534,0.09289343068284642,0,0.07321040719759864,0.2397994977837788,0,0,0.08695956366190223,0,0.04332281217512249,0,0.027624359885480926,0.022353601992263338,0.11806917148375057,0,0.10137809407394857,0.13272792387372398,0,0,0.05171736768081697,0.036,0.17989727436573202,1.010419649829626
X70100,0.07254959664995055,0.21329567237410185,0,0,0.02338979383298419,0.05777602053628562,0,0.15731113518155146,0,0.015200674568959203,0,0.12111820238228731,0.15896547057773663,0,0.0018497646382532585,0,0,0.10615989450531585,0,0.024343541540216687,0.026610982342100225,0.021429250870257165,0.195,0.08883183700885007,1.049661479955752
X70088,0,0.1888580112807755,0,0,0,0.19415384071351813,0,0.09695189526559603,0.009628792288892078,0,0,0.14516450623179078,0.08360946712035305,0,0,0,0,0.24118235916823963,0,0.00707356818656721,0.03337755974426758,0,0.777,-0.0016,1.101489441706198
X70086,0,0,0,0,0.10801011865549645,0,0.25180832414434096,0,0,0.04116084353395748,0.058593425779081734,0.02653114794048605,0.03803713691224671,0,0,0.13951924496456233,0,0.13461620743317187,0.08611124960477254,0,0.014894857920727849,0.10071744311115603,0.455,0.03765713405172824,1.0640178523546346
X70077,0,0,0.039805039952623536,0.13133758269970636,0,0,0,0.06246191238964684,0,0.08595251710195045,0,0.17168457791898523,0,0.023188327252466088,0,0,0.19867668341452857,0,0.286893359270093,0,0,0,0.202,0.08668380686762547,1.0834726260160918
X70054,0,0.08637198629119418,0,0,0.4763482287266204,0,0,0,0,0,0.03992150413247148,0,0,0.3088626050769162,0,0,0,0,0,0.08849567577279771,0,0,1.0,-0.1302,1.1812086051966857
X70049,0.1322827769917891,0,0,0,0.14202471856829055,0,0,0,0.18393824804106482,0,0.24402358381346514,0,0,0.07302172138146466,0,0,0,0.0724306537967602,0,0.15227829740716553,0,0,0.769,-0.0002,1.1151718052065103
X70048,0,0.045620098744178085,0.0005,0.28678946651625875,0,0.05934989028129373,0.001175866705432746,0.04744913047576573,0,0.19431239393521924,0,0.13564380108636762,0,0.0035082998962384765,0.03710776920511076,0.05429682766261349,0.043930764538132654,0,0.09029212299811164,0,0,0,0.001,0.4083397439841005,0.9303169148708953
X70045,0.05590064615453235,0,0,0,0,0.3226659625634832,0,0,0,0,0,0,0,0.05136099122180653,0,0.006591362047098349,0.15928179980692792,0,0,0.15515589846282857,0.018948716929109724,0.23009462281421347,0.13,0.11325907696387294,1.061116436466554
X70039,0,0.19606967217741292,0.005111608727193256,0,0,0,0.22436445362545132,0.09443073460380047,0,0.19315301047971242,0,0,0,0,0.004114878139440753,0,0,0.1502920566208383,0.034105211773747035,0,0.04316133930607528,0.05519703454632823,0.981,-0.0427,1.0975943863881832
