Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
TCGA-61-2002-01	0.003674837315403657	0.00648091914073056	0	0.010209492971103048	0	0.27744299111550647	0	0.07391732718227938	0.0739342566852075	0	0	0.07496649732469961	0.02743154058606594	0.1306341891972763	0.12012109543470097	0.12448104121628728	0.006569505123106955	0	0.07013630670763239	0	0	0	0.01	0.22800121639171866	1.0008814003855264
TCGA-24-2035-01	0.0728709147655029	0	0	0.05536837624046127	0	0.15077257606697994	0	0.04044430050093552	0.014152384840071716	0	0.02971587446488363	0	0.06245977241017507	0	0.06113274361938215	0.4419780838376809	0	0	0.053849599920702255	0	0	0.017255373333224657	0.08	0.12831248986174199	1.0421469760174207
TCGA-09-1674-01	0.2724738014642061	0	0.1875941589989665	0	0.016320058224880113	0.05659680041826267	0	0.06505448355931155	0	0	0	0.036231732005260434	0	0.30237004669600936	0	0.028390449207058785	0	0.003652767673552916	0	0.03131570175249159	0	0	0.87	-0.0139	1.10262696208548
TCGA-29-1710-01	0.031075595390395217	0	0.023347395044753545	0.083092707244573	0	0.18446879641360966	0	0.031147582710868798	0.08390740104918745	0	0	0.06975477642122331	0.012475468912691986	0.09324089772748899	0.029591223330392175	0.3060592110009818	0.025557412708176755	0	0.025068877981806507	0	0	0.0012126540638508045	0.02	0.20794331138229866	1.0066322883268397
TCGA-24-1436-01	0.04264490734919581	0	0.05485579009654351	0	0	0.19820692430728	0	0.0832271319813574	0.029459879422810104	0	0.04044921835294155	0.024340377743491664	0.04648047731575011	0	0.014883916958459429	0.23572161215744136	0	0.1768868426733421	0.05206768100882158	0	0	0.0008	0.12	0.11725078560689642	1.0341416339720446
TCGA-13-1497-01	0.00830710608734552	0	0.19079307027241385	0.011929145624332463	0	0.1967729789132662	0	0.11101313380810539	0.018960622920920822	0	0	0.045939989954934334	0.01899511496882892	0.17633937067009633	0.10710443483013804	0.1073433881857275	0	0.001	0.005531500429646358	0	0	0	0.04	0.15770062236519428	1.020047606371948
TCGA-24-2271-01	0.10365942706142196	0	0.02190979105210404	0.038296070740390147	0	0.2845881321394181	0	0.11534595660247109	0.09132490083797823	0	0.030156034845104932	0.017000269720209918	0.04836532354090868	0.07318268439202419	0.08245291753049408	0.07494869079993413	0	0.001486590520488427	0	0.017283210217052074	0	0	0.18	0.09502862316138988	1.0597614165433955
TCGA-24-1552-01	0.14094787274519974	0	0.18622230715749055	0.024288788233999457	0	0.1153876261945631	0	0.031089175037655837	0.0222222060537351	0	0	0.013822645213482332	0	0.1867092339419201	0.04907648184756029	0.21117607642741615	0	0	0	0.019057587146977355	0	0	0.4	0.04193405585233809	1.0632152717550698
TCGA-61-1724-01	0.084765344617394	0	0.08858932238751288	0.022435411914037428	0	0.13999484968989845	0	0.032631194896131664	0.04913832429809405	0	0.04814987945968708	0.0027862981359024356	0.016340320914295978	0.1831351556317116	0.0944828678989393	0.21707044590101457	0	0	0.020480584255380564	0	0	0	0.17	0.09590023229584566	1.0489234523768458
TCGA-20-1685-01	0.020255487247422207	0	0	0	0	0.18758521403282122	0	0.03723673656959229	0.04041231221349909	0	0.03585288060897908	0	0.015649332868743218	0.116328998702242	0.06559259532734804	0.4600140706971864	0.002466231585988816	0	0	0.018606140146177615	0	0	0.04	0.18973055878566344	1.029990878691966
