"","Differentiated","KRT17","EMT","Cell_cycle","Ciliated","P-value","Correlation","RMSE"
"TCGA-61-1738-01",0.0248383231703663,0.256263420214057,0,0.718898256615577,0,0.107,0.292937215543924,0.996140298015365
"TCGA-25-2400-01",0.35172476139046,0.112585587098703,0,0.535689651510837,0,0.113,0.284953111179741,1.03089177476233
"TCGA-61-2098-01",0.731855417466985,0,0.0776748364877826,0.190469746045233,0,0.144,0.242544069518409,1.11546798827339
"TCGA-59-2363-01",0.378395151289803,0,0.0586668050123178,0.562938043697879,0,0.216,0.192419845190837,1.08223024768475
"TCGA-24-1567-01",0.522127341602223,0,0.0110696955711717,0.466802962826605,0,0.074,0.332543927540255,1.01928093952846
"TCGA-61-1918-01",0.497212540759552,0.364178909771615,0.138608549468833,0,0,0.024,0.476529052409603,0.91944814500928
"TCGA-36-1574-01",0.0103643531363041,0.579507969786237,0.201372698224817,0.208754978852642,0,0.107,0.293881969685516,0.987557092509689
"TCGA-24-2023-01",0.39656928957251,0.0978858617236723,0,0.505544848703818,0,0.012,0.525919587027299,0.865989887368084
"TCGA-13-1511-01",0.0240747769536614,0.431853645467183,0.167543113909809,0.376528463669347,0,0.047,0.389391668944895,0.928220052156376
"TCGA-25-1318-01",0.168533291239357,0.541276659167225,0.290190049593418,0,0,0.00800000000000001,0.539986773188701,0.84414301815258
"TCGA-25-2392-01",0,0.972177756652857,0.0278222433471426,0,0,0.00800000000000001,0.541425619747768,0.857111395442031
"TCGA-24-1474-01",0.439411231532583,0.0631522602986324,0,0.497436508168785,0,0.016,0.501346968590334,0.888061656022494
"TCGA-24-1846-01",0.0101495174842092,0,0.341466168017321,0.64838431449847,0,0.348,0.118844865332088,1.06455687516713
"TCGA-09-1659-01",0.456243110688162,0,0.120811121676963,0.422945767634875,0,0.231,0.181807924304333,1.09344419783802
"TCGA-24-2027-01",0.14886853227354,0,0,0.85113146772646,0,0.141,0.245530929657587,1.039735378155
"TCGA-29-1693-01",0.0044957518598403,0.346177645758911,0.276403319656439,0.354960204144415,0.017963078580395,0.055,0.372361726441468,0.930711544595484
"TCGA-20-1682-01",0,0.533227713178805,0.364988367624215,0.10178391919698,0,0.12,0.275635130458853,1.00113727034006
"TCGA-09-0366-01",0,1,0,0,0,0.0570000000000001,0.365998321300077,0.991385986422289
"TCGA-24-1434-01",0,0.39820498920755,0.60179501079245,0,0,0.142,0.244370154055048,1.0525457219668
"TCGA-61-2003-01",0.202957209009076,0.408737562035722,0.388305228955202,0,0,0.036,0.416887838258107,0.932976149349434
"TCGA-24-1545-01",0.0325679159979375,0.452326165522209,0.515105918479854,0,0,0.056,0.368515936833316,0.962615020684231
"TCGA-61-2012-01",0.127928292166089,0.708466559989205,0.163605147844706,0,0,0.069,0.350834357877355,0.981770173850536
"TCGA-25-1632-01",0.924390054043961,0,0,0.0756099459560391,0,0.022,0.483859260442136,0.975205925236481
"TCGA-24-2267-01",0.506112796243151,0.0928462039017781,0.150126127640838,0.250914872214233,0,0.012,0.525671918269211,0.866436162468992
"TCGA-24-2261-01",0.281487889934826,0.490720772794981,0.227791337270193,0,0,0.038,0.410796126607187,0.945357930434747
"TCGA-25-1316-01",0.405518598814234,0,0.310005330149995,0.284476071035771,0,0.142,0.244223704385756,1.04426239962886
"TCGA-09-1668-01",0.194412915908852,0.496656892987588,0.0228073961991388,0.286122794904421,0,0.0570000000000001,0.363357777845244,0.97186128664411
"TCGA-29-1770-02",0.567263864487369,0.200699789559459,0.0510893026675391,0.180947043285632,0,0.034,0.426486417816223,0.961938516502164
"TCGA-61-1733-01",0.0849992319981836,0.474131768830495,0.440868999171321,0,0,0.074,0.332620226596812,0.983593956373825
"TCGA-3P-A9WA-01",0,0.597211450416544,0,0.402788549583456,0,0.00700000000000001,0.54707589398222,0.839000145649937
