Input Sample	B cells	CD8 T cells	CD4 T cells	NK cells	Monocytes	Neutrophils	P-value	Pearson Correlation	RMSE
TCGA-25-1623-01	0.14630973112242418	0.14497340981753135	0.07948222576621965	0	0.6292346332938249	0	0.004	0.31434021342402685	1.092296893943639
TCGA-25-1312-01	0.25965050852613325	0	0.32240590263578744	0	0.4179435888380792	0	0.052	0.11417113853776029	1.1120467583321
TCGA-61-1725-01	0.09665618551687237	0.3404012309230367	0	0.02566408467411065	0.5372784988859802	0	0.006	0.2923314864538977	1.0509422471678993
TCGA-25-2042-01	0.1493727672002412	0	0.2914907962277219	0.008743395092655398	0.5503930414793814	0	0.034	0.15475496880287887	1.1556910462392498
TCGA-23-1026-01	0.15267343059571278	0.32345801941316976	0	0	0.5238685499911174	0	0	0.33398267645580204	1.018004591266532
TCGA-29-1770-01	0	0	0.5633766769481117	0.012270682343071902	0.4243526407088165	0	0.016	0.19386769611912355	1.0619438507926113
TCGA-09-2054-01	0.07476181328442927	0.25062184258440234	0.38547204826429643	0	0.289144295866872	0	0.092	0.0823520963387921	1.064907099907977
TCGA-61-1919-01	0.025826765528759604	0.11237071057171319	0.10672241772653689	0.0020874762440178133	0.7529926299289725	0	0.01	0.27463583376127615	1.2066314782185263
TCGA-61-1900-01	0.12843914512536905	0	0.5621730611855513	0.015363927586668845	0.2940238661024108	0	0.06	0.10402578737333062	1.0596555646352979
TCGA-24-1558-01	0.13012032993155764	0	0.41953769665903823	0	0.4503419734094041	0	0.048	0.11711345658780357	1.1184398536627742
TCGA-59-2354-01	0.13427463620202315	0.05304338099549058	0.2227154123368553	0.013897839336697373	0.5760687311289336	0	0.01	0.28222647005918733	1.0826446316061282
TCGA-09-2051-01	0.21364288260444936	0.05318532676814485	0.13804086651047254	0.02110522864954926	0.5719387323704331	0.002086963096950909	0.004	0.30716859301373417	1.068631927803469
